Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,Cenário 3: Imagem 300kb,26314,0,200,273.9413707597088,22.269490999860864,1797.8005029999622,30560.0,146.96071209959538,0.0,200,310,380,440,600,730,880,960,1300,1600,1800
,Aggregated,26314,0,200,273.9413707597088,22.269490999860864,1797.8005029999622,30560.0,146.96071209959538,0.0,200,310,380,440,600,730,880,960,1300,1600,1800
