Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,Cenário 1: Imagem 1MB,26146,0,210,288.8765899619465,24.611476000245602,1634.4125129999156,30512.0,146.002740995482,0.0,210,330,410,470,640,770,900,990,1200,1400,1600
,Aggregated,26146,0,210,288.8765899619465,24.611476000245602,1634.4125129999156,30512.0,146.002740995482,0.0,210,330,410,470,640,770,900,990,1200,1400,1600
