Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,Cenário 1: Imagem 1MB,12570,0,36,37.857495794193575,23.15837600008308,287.2808800002531,30512.0,70.17084352809448,0.0,36,39,42,44,50,56,64,70,89,250,290
,Aggregated,12570,0,36,37.857495794193575,23.15837600008308,287.2808800002531,30512.0,70.17084352809448,0.0,36,39,42,44,50,56,64,70,89,250,290
