Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,Cenário 3: Imagem 300kb,12606,0,33,35.74766196152702,22.628844999871944,87.56233799999791,30560.0,70.37641211925364,0.0,33,37,40,42,48,55,62,67,79,88,88
,Aggregated,12606,0,33,35.74766196152702,22.628844999871944,87.56233799999791,30560.0,70.37641211925364,0.0,33,37,40,42,48,55,62,67,79,88,88
